date,retailer_id,sales_rep_id,visit_type
2023-01-05,RET0022,REP027,order
2023-01-05,RET0412,REP036,merchandising
2023-01-05,RET0464,REP021,merchandising
2023-01-05,RET0262,REP034,order
2023-01-05,RET0099,REP041,audit
2023-01-05,RET0229,REP008,order
2023-01-05,RET0119,REP045,merchandising
2023-01-05,RET0220,REP018,order
2023-01-05,RET0158,REP012,audit
2023-01-05,RET0126,REP017,merchandising
2023-01-05,RET0101,REP027,merchandising
2023-01-05,RET0432,REP038,audit
2023-01-05,RET0273,REP043,audit
2023-01-05,RET0443,REP009,order
2023-01-05,RET0224,REP019,audit
2023-01-05,RET0331,REP009,order
2023-01-05,RET0261,REP011,order
2023-01-05,RET0432,REP033,merchandising
2023-01-05,RET0439,REP041,audit
2023-01-05,RET0253,REP009,merchandising
2023-01-05,RET0308,REP009,order
2023-01-05,RET0293,REP046,audit
2023-01-07,RET0023,REP028,merchandising
2023-01-07,RET0456,REP050,merchandising
2023-01-07,RET0205,REP040,merchandising
2023-01-07,RET0299,REP048,audit
2023-01-07,RET0034,REP022,audit
2023-01-07,RET0116,REP027,merchandising
2023-01-07,RET0135,REP002,audit
2023-01-07,RET0432,REP045,merchandising
2023-01-07,RET0338,REP042,order
2023-01-07,RET0322,REP014,order
2023-01-07,RET0439,REP029,order
2023-01-07,RET0179,REP002,order
2023-01-07,RET0264,REP040,audit
2023-01-07,RET0334,REP027,merchandising
2023-01-07,RET0349,REP007,audit
2023-01-07,RET0289,REP005,merchandising
2023-01-07,RET0480,REP024,order
2023-01-07,RET0168,REP002,merchandising
2023-01-07,RET0084,REP014,order
2023-01-07,RET0391,REP012,merchandising
2023-01-07,RET0312,REP021,audit
2023-01-07,RET0398,REP004,audit
2023-01-07,RET0252,REP027,audit
2023-01-07,RET0074,REP042,merchandising
2023-01-07,RET0141,REP041,merchandising
2023-01-09,RET0041,REP034,audit
2023-01-09,RET0496,REP005,order
2023-01-09,RET0218,REP020,merchandising
2023-01-09,RET0480,REP026,merchandising
2023-01-09,RET0278,REP028,merchandising
2023-01-09,RET0435,REP025,merchandising
2023-01-09,RET0409,REP041,audit
2023-01-09,RET0341,REP036,audit
2023-01-09,RET0261,REP048,order
2023-01-09,RET0426,REP028,order
2023-01-09,RET0234,REP021,audit
2023-01-09,RET0411,REP021,merchandising
2023-01-09,RET0019,REP007,audit
2023-01-09,RET0339,REP025,audit
2023-01-09,RET0197,REP034,order
2023-01-09,RET0347,REP030,order
2023-01-09,RET0393,REP043,audit
2023-01-09,RET0387,REP009,merchandising
2023-01-09,RET0087,REP039,merchandising
2023-01-09,RET0494,REP020,order
2023-01-09,RET0177,REP036,merchandising
2023-01-09,RET0085,REP014,audit
2023-01-09,RET0359,REP019,order
2023-01-09,RET0404,REP013,merchandising
2023-01-09,RET0126,REP019,merchandising
2023-01-09,RET0499,REP015,order
2023-01-09,RET0086,REP029,order
2023-01-09,RET0371,REP011,merchandising
2023-01-09,RET0089,REP027,audit
2023-01-09,RET0185,REP026,merchandising
2023-01-09,RET0390,REP003,merchandising
2023-01-09,RET0063,REP043,order
2023-01-09,RET0254,REP038,merchandising
2023-01-09,RET0321,REP026,order
2023-01-09,RET0022,REP045,order
2023-01-09,RET0209,REP024,audit
2023-01-09,RET0201,REP023,order
2023-01-09,RET0354,REP008,audit
2023-01-09,RET0483,REP033,merchandising
2023-01-09,RET0297,REP034,audit
2023-01-09,RET0407,REP003,merchandising
2023-01-09,RET0230,REP049,order
2023-01-09,RET0260,REP007,order
2023-01-11,RET0152,REP047,merchandising
2023-01-11,RET0381,REP014,order
2023-01-11,RET0194,REP029,order
2023-01-11,RET0041,REP013,merchandising
2023-01-11,RET0059,REP024,merchandising
2023-01-11,RET0046,REP008,merchandising
2023-01-11,RET0204,REP049,merchandising
2023-01-11,RET0471,REP039,audit
2023-01-11,RET0438,REP019,merchandising
2023-01-11,RET0359,REP020,order
2023-01-11,RET0480,REP013,order
2023-01-11,RET0343,REP022,audit
2023-01-11,RET0475,REP009,order
2023-01-11,RET0283,REP031,order
2023-01-11,RET0104,REP006,audit
2023-01-11,RET0273,REP046,merchandising
2023-01-11,RET0139,REP037,audit
2023-01-11,RET0236,REP006,audit
2023-01-11,RET0337,REP049,audit
2023-01-11,RET0342,REP048,order
2023-01-11,RET0382,REP018,merchandising
2023-01-11,RET0471,REP008,merchandising
2023-01-11,RET0414,REP040,audit
2023-01-11,RET0460,REP032,audit
2023-01-11,RET0264,REP046,merchandising
2023-01-11,RET0156,REP044,audit
2023-01-11,RET0156,REP036,order
2023-01-11,RET0230,REP041,merchandising
2023-01-11,RET0496,REP017,order
2023-01-11,RET0368,REP036,order
2023-01-11,RET0070,REP037,order
2023-01-11,RET0447,REP020,order
2023-01-11,RET0374,REP018,order
2023-01-11,RET0497,REP009,order
2023-01-11,RET0301,REP019,audit
2023-01-11,RET0449,REP019,merchandising
2023-01-11,RET0379,REP018,merchandising
2023-01-11,RET0131,REP006,audit
2023-01-11,RET0221,REP037,audit
2023-01-11,RET0012,REP030,order
2023-01-11,RET0067,REP014,order
2023-01-11,RET0089,REP043,audit
2023-01-11,RET0211,REP027,order
2023-01-11,RET0101,REP043,audit
2023-01-11,RET0429,REP036,merchandising
2023-01-11,RET0485,REP033,audit
2023-01-11,RET0333,REP020,order
2023-01-11,RET0167,REP013,order
2023-01-11,RET0185,REP039,audit
2023-01-11,RET0415,REP019,merchandising
2023-01-11,RET0345,REP004,audit
2023-01-11,RET0018,REP004,order
2023-01-11,RET0184,REP032,audit
2023-01-11,RET0207,REP034,order
2023-01-13,RET0108,REP046,audit
2023-01-13,RET0193,REP039,merchandising
2023-01-13,RET0193,REP018,audit
2023-01-13,RET0182,REP030,audit
2023-01-13,RET0119,REP050,audit
2023-01-13,RET0236,REP039,merchandising
2023-01-13,RET0381,REP028,audit
2023-01-13,RET0296,REP020,merchandising
2023-01-13,RET0118,REP013,order
2023-01-13,RET0008,REP038,merchandising
2023-01-13,RET0185,REP016,audit
2023-01-13,RET0181,REP048,merchandising
2023-01-13,RET0009,REP002,order
2023-01-13,RET0232,REP047,audit
2023-01-13,RET0017,REP009,order
2023-01-13,RET0274,REP004,order
2023-01-13,RET0075,REP002,merchandising
2023-01-13,RET0065,REP013,order
2023-01-13,RET0061,REP004,order
2023-01-13,RET0251,REP046,audit
2023-01-13,RET0331,REP046,merchandising
2023-01-13,RET0447,REP019,merchandising
2023-01-13,RET0056,REP029,merchandising
2023-01-13,RET0064,REP004,audit
2023-01-13,RET0018,REP034,merchandising
2023-01-13,RET0293,REP006,audit
2023-01-15,RET0277,REP005,audit
2023-01-15,RET0049,REP028,merchandising
2023-01-15,RET0255,REP006,merchandising
2023-01-15,RET0404,REP006,audit
2023-01-15,RET0042,REP023,merchandising
2023-01-15,RET0458,REP012,order
2023-01-15,RET0168,REP047,audit
2023-01-15,RET0242,REP031,order
2023-01-15,RET0144,REP009,merchandising
2023-01-15,RET0070,REP026,audit
2023-01-15,RET0216,REP009,audit
2023-01-15,RET0108,REP031,order
2023-01-15,RET0384,REP030,audit
2023-01-15,RET0275,REP024,merchandising
2023-01-15,RET0011,REP031,order
2023-01-15,RET0468,REP013,audit
2023-01-15,RET0123,REP018,audit
2023-01-15,RET0442,REP005,audit
2023-01-15,RET0242,REP014,merchandising
2023-01-15,RET0119,REP034,order
2023-01-15,RET0115,REP016,order
2023-01-15,RET0036,REP013,merchandising
2023-01-15,RET0052,REP016,audit
2023-01-17,RET0448,REP026,audit
2023-01-17,RET0022,REP038,audit
2023-01-17,RET0029,REP033,merchandising
2023-01-17,RET0268,REP018,order
2023-01-17,RET0186,REP012,order
2023-01-17,RET0058,REP037,merchandising
2023-01-17,RET0014,REP043,audit
2023-01-17,RET0403,REP035,merchandising
2023-01-17,RET0397,REP026,order
2023-01-17,RET0310,REP036,merchandising
2023-01-17,RET0232,REP029,merchandising
2023-01-17,RET0019,REP006,merchandising
2023-01-17,RET0176,REP007,audit
2023-01-17,RET0030,REP047,order
2023-01-17,RET0056,REP031,merchandising
2023-01-17,RET0057,REP021,audit
2023-01-17,RET0111,REP040,order
2023-01-17,RET0183,REP023,audit
2023-01-17,RET0272,REP008,merchandising
2023-01-17,RET0204,REP017,merchandising
2023-01-17,RET0411,REP029,merchandising
2023-01-17,RET0067,REP038,merchandising
2023-01-17,RET0381,REP033,merchandising
2023-01-17,RET0129,REP029,merchandising
2023-01-17,RET0202,REP036,order
2023-01-17,RET0181,REP014,order
2023-01-17,RET0379,REP037,audit
2023-01-17,RET0408,REP024,order
2023-01-17,RET0244,REP038,audit
2023-01-17,RET0238,REP024,order
2023-01-17,RET0192,REP018,audit
2023-01-17,RET0253,REP023,audit
2023-01-17,RET0006,REP020,audit
2023-01-17,RET0242,REP048,order
2023-01-17,RET0384,REP050,order
2023-01-17,RET0080,REP036,audit
2023-01-17,RET0251,REP029,audit
2023-01-17,RET0051,REP010,order
2023-01-17,RET0080,REP002,order
2023-01-17,RET0374,REP005,audit
2023-01-17,RET0183,REP002,merchandising
2023-01-17,RET0445,REP018,merchandising
2023-01-17,RET0162,REP027,merchandising
2023-01-17,RET0465,REP025,merchandising
2023-01-17,RET0154,REP021,merchandising
2023-01-17,RET0366,REP022,merchandising
2023-01-17,RET0366,REP006,merchandising
2023-01-17,RET0496,REP047,merchandising
2023-01-17,RET0351,REP041,merchandising
2023-01-17,RET0252,REP045,merchandising
2023-01-17,RET0290,REP038,merchandising
2023-01-17,RET0082,REP035,order
2023-01-17,RET0269,REP041,merchandising
2023-01-17,RET0372,REP026,order
2023-01-17,RET0358,REP045,order
2023-01-17,RET0282,REP031,merchandising
2023-01-17,RET0372,REP045,audit
2023-01-17,RET0003,REP010,merchandising
2023-01-19,RET0094,REP011,order
2023-01-19,RET0429,REP017,audit
2023-01-19,RET0154,REP012,order
2023-01-19,RET0016,REP037,merchandising
2023-01-19,RET0068,REP030,order
2023-01-19,RET0148,REP030,order
2023-01-19,RET0314,REP042,audit
2023-01-19,RET0040,REP044,audit
2023-01-19,RET0079,REP007,audit
2023-01-19,RET0323,REP001,audit
2023-01-19,RET0226,REP006,order
2023-01-19,RET0447,REP008,order
2023-01-19,RET0500,REP030,order
2023-01-19,RET0126,REP022,merchandising
2023-01-19,RET0493,REP030,merchandising
2023-01-19,RET0020,REP027,order
2023-01-19,RET0443,REP035,order
2023-01-19,RET0318,REP040,order
2023-01-19,RET0397,REP033,order
2023-01-19,RET0109,REP045,order
2023-01-19,RET0003,REP011,audit
2023-01-19,RET0422,REP035,merchandising
2023-01-19,RET0042,REP021,merchandising
2023-01-19,RET0157,REP020,audit
2023-01-19,RET0265,REP048,order
2023-01-21,RET0058,REP046,merchandising
2023-01-21,RET0159,REP014,merchandising
2023-01-21,RET0258,REP015,order
2023-01-21,RET0266,REP042,audit
2023-01-21,RET0103,REP041,merchandising
2023-01-21,RET0260,REP048,order
2023-01-21,RET0300,REP010,merchandising
2023-01-21,RET0190,REP049,order
2023-01-21,RET0049,REP027,merchandising
2023-01-21,RET0453,REP043,merchandising
2023-01-21,RET0337,REP004,merchandising
2023-01-21,RET0492,REP019,audit
2023-01-21,RET0300,REP041,merchandising
2023-01-21,RET0152,REP003,order
2023-01-21,RET0389,REP039,merchandising
2023-01-21,RET0312,REP046,order
2023-01-21,RET0178,REP043,order
2023-01-21,RET0435,REP022,audit
2023-01-21,RET0229,REP024,merchandising
2023-01-21,RET0363,REP020,order
2023-01-21,RET0264,REP008,audit
2023-01-21,RET0019,REP035,order
2023-01-21,RET0394,REP032,audit
2023-01-21,RET0406,REP008,audit
2023-01-21,RET0278,REP006,order
2023-01-21,RET0070,REP024,merchandising
2023-01-21,RET0177,REP037,order
2023-01-21,RET0345,REP013,merchandising
2023-01-23,RET0073,REP028,order
2023-01-23,RET0204,REP043,order
2023-01-23,RET0134,REP007,audit
2023-01-23,RET0119,REP019,merchandising
2023-01-23,RET0167,REP034,audit
2023-01-23,RET0293,REP026,order
2023-01-23,RET0393,REP047,audit
2023-01-23,RET0288,REP044,audit
2023-01-23,RET0061,REP032,audit
2023-01-23,RET0467,REP043,audit
2023-01-23,RET0118,REP029,order
2023-01-23,RET0437,REP046,audit
2023-01-23,RET0095,REP027,merchandising
2023-01-23,RET0052,REP001,merchandising
2023-01-23,RET0314,REP018,audit
2023-01-23,RET0216,REP029,order
2023-01-23,RET0439,REP040,order
2023-01-23,RET0248,REP018,order
2023-01-23,RET0183,REP014,order
2023-01-23,RET0250,REP005,order
2023-01-23,RET0223,REP028,audit
2023-01-23,RET0462,REP050,order
2023-01-23,RET0380,REP027,merchandising
2023-01-23,RET0226,REP013,merchandising
2023-01-23,RET0354,REP019,merchandising
2023-01-23,RET0105,REP024,order
2023-01-23,RET0394,REP015,order
2023-01-23,RET0129,REP028,merchandising
2023-01-23,RET0121,REP037,merchandising
2023-01-23,RET0328,REP050,merchandising
2023-01-23,RET0476,REP035,merchandising
2023-01-25,RET0096,REP013,merchandising
2023-01-25,RET0467,REP036,merchandising
2023-01-25,RET0342,REP010,audit
2023-01-25,RET0354,REP020,merchandising
2023-01-25,RET0421,REP022,merchandising
2023-01-25,RET0342,REP019,merchandising
2023-01-25,RET0305,REP016,order
2023-01-25,RET0062,REP007,order
2023-01-25,RET0343,REP002,order
2023-01-25,RET0047,REP015,merchandising
2023-01-25,RET0036,REP047,merchandising
2023-01-25,RET0267,REP015,audit
2023-01-25,RET0465,REP040,audit
2023-01-25,RET0449,REP011,merchandising
2023-01-25,RET0415,REP005,merchandising
2023-01-25,RET0034,REP006,audit
2023-01-25,RET0088,REP033,merchandising
2023-01-25,RET0453,REP049,audit
2023-01-25,RET0349,REP044,order
2023-01-25,RET0249,REP030,audit
2023-01-27,RET0039,REP021,order
2023-01-27,RET0238,REP038,audit
2023-01-27,RET0028,REP002,order
2023-01-27,RET0148,REP039,merchandising
2023-01-27,RET0346,REP047,order
2023-01-27,RET0280,REP005,merchandising
2023-01-27,RET0110,REP050,order
2023-01-27,RET0343,REP047,audit
2023-01-27,RET0072,REP029,audit
2023-01-27,RET0339,REP019,merchandising
2023-01-27,RET0082,REP038,audit
2023-01-27,RET0201,REP016,merchandising
2023-01-27,RET0162,REP027,merchandising
2023-01-27,RET0099,REP037,audit
2023-01-27,RET0339,REP028,audit
2023-01-27,RET0286,REP046,order
2023-01-27,RET0201,REP019,audit
2023-01-27,RET0496,REP014,audit
2023-01-27,RET0114,REP039,order
2023-01-27,RET0369,REP031,merchandising
2023-01-27,RET0404,REP017,merchandising
2023-01-27,RET0497,REP009,audit
2023-01-27,RET0284,REP038,audit
2023-01-27,RET0329,REP023,audit
2023-01-27,RET0008,REP039,audit
2023-01-27,RET0395,REP016,merchandising
2023-01-27,RET0030,REP049,audit
2023-01-27,RET0011,REP050,audit
2023-01-27,RET0340,REP004,merchandising
2023-01-27,RET0351,REP018,audit
2023-01-27,RET0363,REP014,audit
2023-01-27,RET0332,REP016,merchandising
2023-01-27,RET0224,REP028,audit
2023-01-27,RET0428,REP034,audit
2023-01-27,RET0405,REP032,order
2023-01-27,RET0014,REP031,merchandising
2023-01-27,RET0243,REP015,audit
2023-01-27,RET0043,REP011,merchandising
2023-01-27,RET0219,REP031,merchandising
2023-01-27,RET0271,REP036,audit
2023-01-27,RET0279,REP032,audit
2023-01-27,RET0455,REP033,merchandising
2023-01-27,RET0072,REP046,merchandising
2023-01-27,RET0043,REP037,audit
2023-01-27,RET0290,REP023,order
2023-01-27,RET0275,REP006,order
2023-01-27,RET0080,REP033,merchandising
2023-01-27,RET0194,REP038,order
2023-01-29,RET0273,REP017,merchandising
2023-01-29,RET0284,REP040,order
2023-01-29,RET0425,REP005,audit
2023-01-29,RET0041,REP038,order
2023-01-29,RET0039,REP006,merchandising
2023-01-29,RET0012,REP007,order
2023-01-29,RET0251,REP047,order
2023-01-29,RET0363,REP026,merchandising
2023-01-29,RET0215,REP005,audit
2023-01-29,RET0493,REP035,order
2023-01-29,RET0230,REP001,order
2023-01-29,RET0155,REP032,order
2023-01-29,RET0400,REP008,order
2023-01-29,RET0414,REP003,audit
2023-01-29,RET0175,REP012,merchandising
2023-01-29,RET0267,REP038,audit
2023-01-29,RET0035,REP048,audit
2023-01-29,RET0210,REP017,order
2023-01-29,RET0074,REP048,order
2023-01-29,RET0415,REP032,order
2023-01-29,RET0371,REP017,order
2023-01-29,RET0119,REP021,order
2023-01-31,RET0416,REP002,merchandising
2023-01-31,RET0236,REP044,audit
2023-01-31,RET0292,REP020,merchandising
2023-01-31,RET0247,REP029,order
2023-01-31,RET0178,REP030,audit
2023-01-31,RET0033,REP024,order
2023-01-31,RET0182,REP023,audit
2023-01-31,RET0494,REP043,audit
2023-01-31,RET0324,REP037,audit
2023-01-31,RET0189,REP023,order
2023-01-31,RET0007,REP007,order
2023-01-31,RET0388,REP020,merchandising
2023-01-31,RET0142,REP033,audit
2023-01-31,RET0150,REP015,audit
2023-01-31,RET0465,REP008,order
2023-01-31,RET0362,REP040,merchandising
2023-01-31,RET0040,REP037,order
2023-01-31,RET0008,REP012,order
2023-01-31,RET0157,REP043,audit
2023-01-31,RET0310,REP009,order
2023-01-31,RET0103,REP010,merchandising
2023-01-31,RET0433,REP017,merchandising
2023-01-31,RET0065,REP006,audit
2023-01-31,RET0341,REP027,order
2023-01-31,RET0066,REP005,order
2023-01-31,RET0281,REP038,merchandising
2023-01-31,RET0218,REP030,audit
2023-01-31,RET0009,REP028,audit
2023-01-31,RET0144,REP006,audit
2023-01-31,RET0220,REP036,merchandising
2023-01-31,RET0190,REP040,merchandising
2023-01-31,RET0208,REP049,order
2023-01-31,RET0466,REP022,merchandising
2023-01-31,RET0426,REP014,audit
2023-02-02,RET0176,REP031,order
2023-02-02,RET0326,REP011,merchandising
2023-02-02,RET0419,REP025,order
2023-02-02,RET0029,REP002,audit
2023-02-02,RET0219,REP008,audit
2023-02-02,RET0150,REP036,order
2023-02-02,RET0167,REP008,order
2023-02-02,RET0161,REP003,order
2023-02-02,RET0495,REP010,order
2023-02-02,RET0152,REP006,order
2023-02-02,RET0399,REP049,merchandising
2023-02-02,RET0349,REP005,merchandising
2023-02-02,RET0323,REP048,merchandising
2023-02-02,RET0436,REP029,audit
2023-02-02,RET0445,REP003,merchandising
2023-02-02,RET0186,REP041,audit
2023-02-02,RET0120,REP006,merchandising
2023-02-02,RET0233,REP012,merchandising
2023-02-02,RET0356,REP011,order
2023-02-02,RET0497,REP041,audit
2023-02-02,RET0451,REP041,audit
2023-02-02,RET0352,REP008,order
2023-02-02,RET0341,REP008,order
2023-02-02,RET0274,REP011,audit
2023-02-02,RET0095,REP034,audit
2023-02-02,RET0127,REP012,order
2023-02-02,RET0363,REP035,merchandising
2023-02-02,RET0466,REP012,merchandising
2023-02-02,RET0404,REP035,merchandising
2023-02-02,RET0361,REP012,order
2023-02-02,RET0231,REP035,audit
2023-02-02,RET0089,REP042,order
2023-02-02,RET0054,REP048,order
2023-02-02,RET0383,REP043,merchandising
2023-02-02,RET0124,REP020,order
2023-02-02,RET0355,REP004,audit
2023-02-02,RET0047,REP030,order
2023-02-02,RET0213,REP012,merchandising
2023-02-02,RET0355,REP012,order
2023-02-02,RET0314,REP044,order
2023-02-02,RET0281,REP023,order
2023-02-02,RET0067,REP015,order
2023-02-02,RET0061,REP011,merchandising
2023-02-02,RET0010,REP002,merchandising
2023-02-02,RET0124,REP005,order
2023-02-04,RET0483,REP020,order
2023-02-04,RET0006,REP027,order
2023-02-04,RET0420,REP023,order
2023-02-04,RET0230,REP011,audit
2023-02-04,RET0044,REP003,audit
2023-02-04,RET0078,REP001,merchandising
2023-02-04,RET0321,REP030,merchandising
2023-02-04,RET0321,REP049,audit
2023-02-04,RET0392,REP014,merchandising
2023-02-04,RET0196,REP037,audit
2023-02-04,RET0334,REP036,audit
2023-02-04,RET0390,REP018,order
2023-02-04,RET0490,REP003,merchandising
2023-02-04,RET0349,REP034,merchandising
2023-02-04,RET0442,REP036,order
2023-02-04,RET0370,REP049,audit
2023-02-04,RET0305,REP044,order
2023-02-04,RET0447,REP017,audit
2023-02-04,RET0495,REP040,merchandising
2023-02-04,RET0318,REP003,merchandising
2023-02-04,RET0293,REP009,order
2023-02-04,RET0480,REP011,audit
2023-02-04,RET0222,REP045,order
2023-02-04,RET0349,REP010,order
2023-02-04,RET0024,REP031,audit
2023-02-04,RET0215,REP023,audit
2023-02-04,RET0143,REP013,audit
2023-02-04,RET0476,REP014,audit
2023-02-04,RET0198,REP032,audit
2023-02-04,RET0234,REP043,audit
2023-02-04,RET0359,REP044,merchandising
2023-02-04,RET0167,REP016,audit
2023-02-04,RET0084,REP012,order
2023-02-04,RET0196,REP047,order
2023-02-04,RET0167,REP044,order
2023-02-04,RET0080,REP018,audit
2023-02-04,RET0222,REP038,order
2023-02-04,RET0243,REP020,order
2023-02-04,RET0492,REP037,order
2023-02-04,RET0381,REP035,order
2023-02-04,RET0481,REP047,merchandising
2023-02-04,RET0423,REP021,audit
2023-02-04,RET0040,REP045,audit
2023-02-04,RET0316,REP014,merchandising
2023-02-04,RET0254,REP016,merchandising
2023-02-06,RET0434,REP019,audit
2023-02-06,RET0315,REP032,audit
2023-02-06,RET0092,REP036,merchandising
2023-02-06,RET0035,REP043,audit
2023-02-06,RET0443,REP046,merchandising
2023-02-06,RET0470,REP025,audit
2023-02-06,RET0202,REP015,audit
2023-02-06,RET0415,REP019,order
2023-02-06,RET0301,REP029,audit
2023-02-06,RET0363,REP007,audit
2023-02-06,RET0479,REP017,order
2023-02-06,RET0019,REP020,audit
2023-02-06,RET0381,REP027,order
2023-02-06,RET0025,REP026,audit
2023-02-06,RET0362,REP004,merchandising
2023-02-06,RET0274,REP046,audit
2023-02-06,RET0309,REP009,order
2023-02-06,RET0138,REP037,order
2023-02-06,RET0156,REP013,order
2023-02-06,RET0156,REP013,order
2023-02-06,RET0363,REP046,order
2023-02-06,RET0111,REP038,audit
2023-02-06,RET0436,REP040,order
2023-02-06,RET0261,REP044,audit
2023-02-06,RET0236,REP020,order
2023-02-06,RET0212,REP017,audit
2023-02-06,RET0415,REP007,audit
2023-02-06,RET0458,REP050,audit
2023-02-06,RET0172,REP006,audit
2023-02-06,RET0040,REP050,order
2023-02-06,RET0072,REP012,order
2023-02-06,RET0346,REP020,order
2023-02-06,RET0147,REP042,audit
2023-02-06,RET0009,REP005,merchandising
2023-02-06,RET0294,REP001,order
2023-02-06,RET0377,REP010,merchandising
2023-02-06,RET0265,REP007,audit
2023-02-06,RET0440,REP010,order
2023-02-06,RET0383,REP005,audit
2023-02-06,RET0212,REP041,order
2023-02-06,RET0492,REP026,order
2023-02-06,RET0348,REP024,audit
2023-02-06,RET0490,REP003,merchandising
2023-02-06,RET0055,REP046,order
2023-02-06,RET0015,REP025,merchandising
2023-02-06,RET0292,REP014,audit
2023-02-06,RET0261,REP018,merchandising
2023-02-06,RET0231,REP004,order
2023-02-06,RET0435,REP042,order
2023-02-06,RET0233,REP046,merchandising
2023-02-06,RET0295,REP036,audit
2023-02-06,RET0085,REP034,order
2023-02-06,RET0225,REP001,order
2023-02-06,RET0095,REP020,order
2023-02-06,RET0416,REP020,audit
2023-02-08,RET0245,REP032,audit
2023-02-08,RET0497,REP011,merchandising
