date,platform,product_id,qty,revenue
2023-01-03,Lazada,PRD1039,25,1689899.0
2023-01-03,Lazada,PRD1011,6,315899.0
2023-01-03,Lazada,PRD1005,30,1893089.0
2023-01-03,Lazada,PRD1034,20,1937853.0
2023-01-03,Lazada,PRD1017,28,2373907.0
2023-01-03,TikTokShop,PRD1039,12,517094.0
2023-01-03,TikTokShop,PRD1013,32,1227030.0
2023-01-03,TikTokShop,PRD1029,28,2015931.0
2023-01-03,TikTokShop,PRD1026,27,1842037.0
2023-01-03,TikTokShop,PRD1042,24,797241.0
2023-01-03,TikTokShop,PRD1001,3,190550.0
2023-01-03,TikTokShop,PRD1040,12,950354.0
2023-01-03,TikTokShop,PRD1005,24,1000809.0
2023-01-03,TikTokShop,PRD1012,4,329030.0
2023-01-04,Shopee,PRD1024,30,2394966.0
2023-01-04,Shopee,PRD1046,20,1703815.0
2023-01-04,Shopee,PRD1049,8,781813.0
2023-01-04,Lazada,PRD1025,32,1040507.0
2023-01-04,TikTokShop,PRD1045,28,2199072.0
2023-01-04,TikTokShop,PRD1027,14,677183.0
2023-01-04,TikTokShop,PRD1019,16,1560370.0
2023-01-05,Shopee,PRD1026,32,1023919.0
2023-01-05,Shopee,PRD1006,22,1998154.0
2023-01-05,Shopee,PRD1012,27,1488897.0
2023-01-05,Shopee,PRD1049,11,819237.0
2023-01-05,Shopee,PRD1011,25,1339320.0
2023-01-05,Shopee,PRD1040,9,814721.0
2023-01-05,Lazada,PRD1002,8,378436.0
2023-01-05,Lazada,PRD1018,25,1368648.0
2023-01-05,Lazada,PRD1030,17,893440.0
2023-01-05,Lazada,PRD1005,22,1072289.0
2023-01-05,Lazada,PRD1043,5,498695.0
2023-01-05,Lazada,PRD1016,30,2689200.0
2023-01-05,Lazada,PRD1040,12,1181649.0
2023-01-05,Lazada,PRD1009,16,1001089.0
2023-01-05,TikTokShop,PRD1043,9,649168.0
2023-01-05,TikTokShop,PRD1015,11,850550.0
2023-01-05,TikTokShop,PRD1011,1,46473.0
2023-01-05,TikTokShop,PRD1031,4,254144.0
2023-01-05,TikTokShop,PRD1045,14,802929.0
2023-01-05,TikTokShop,PRD1005,8,460912.0
2023-01-05,TikTokShop,PRD1006,30,1940665.0
2023-01-05,TikTokShop,PRD1014,1,71311.0
2023-01-06,Shopee,PRD1034,14,590222.0
2023-01-06,Shopee,PRD1009,8,662038.0
2023-01-06,Shopee,PRD1031,22,1148004.0
2023-01-06,Lazada,PRD1049,12,734290.0
2023-01-06,Lazada,PRD1031,3,267111.0
2023-01-06,Lazada,PRD1018,30,1800672.0
2023-01-06,Lazada,PRD1039,4,301006.0
2023-01-06,Lazada,PRD1014,2,74835.0
2023-01-06,Lazada,PRD1012,12,675936.0
2023-01-06,Lazada,PRD1041,8,649534.0
2023-01-06,Lazada,PRD1043,14,883223.0
2023-01-06,Lazada,PRD1010,17,1571518.0
2023-01-06,Lazada,PRD1048,28,1460791.0
2023-01-06,Lazada,PRD1011,19,829313.0
2023-01-06,Lazada,PRD1019,20,637688.0
2023-01-06,TikTokShop,PRD1032,16,773536.0
2023-01-06,TikTokShop,PRD1015,17,937047.0
2023-01-06,TikTokShop,PRD1018,11,956413.0
2023-01-06,TikTokShop,PRD1034,28,1759436.0
2023-01-06,TikTokShop,PRD1012,8,674084.0
2023-01-06,TikTokShop,PRD1025,20,1785054.0
2023-01-06,TikTokShop,PRD1031,14,809614.0
2023-01-06,TikTokShop,PRD1028,9,325951.0
2023-01-07,Shopee,PRD1016,20,1006190.0
2023-01-07,Shopee,PRD1030,3,168653.0
2023-01-07,Shopee,PRD1014,4,214961.0
2023-01-07,Shopee,PRD1044,14,1326491.0
2023-01-07,Shopee,PRD1019,19,1755268.0
2023-01-07,Shopee,PRD1040,9,708988.0
2023-01-07,Shopee,PRD1006,19,891229.0
2023-01-07,Lazada,PRD1009,24,2211036.0
2023-01-07,Lazada,PRD1016,27,822162.0
2023-01-07,Lazada,PRD1046,16,954339.0
2023-01-07,Lazada,PRD1015,3,256659.0
2023-01-07,TikTokShop,PRD1043,6,575568.0
2023-01-07,TikTokShop,PRD1030,19,1692385.0
2023-01-07,TikTokShop,PRD1013,25,1662392.0
2023-01-07,TikTokShop,PRD1047,6,538330.0
2023-01-07,TikTokShop,PRD1045,32,2200668.0
2023-01-08,Shopee,PRD1046,27,1516895.0
2023-01-08,Shopee,PRD1009,1,55046.0
2023-01-08,Shopee,PRD1032,4,303793.0
2023-01-08,Shopee,PRD1029,11,417835.0
2023-01-08,Shopee,PRD1028,22,1099489.0
2023-01-08,Shopee,PRD1000,20,1620235.0
2023-01-08,Shopee,PRD1001,25,1773738.0
2023-01-08,Shopee,PRD1037,19,654359.0
2023-01-08,Shopee,PRD1031,8,296945.0
2023-01-08,Shopee,PRD1036,22,1546940.0
2023-01-08,Shopee,PRD1035,9,574942.0
2023-01-08,Lazada,PRD1044,3,192170.0
2023-01-08,Lazada,PRD1011,9,279320.0
2023-01-08,Lazada,PRD1000,20,602141.0
2023-01-08,Lazada,PRD1012,22,1580405.0
2023-01-08,Lazada,PRD1028,14,1289078.0
2023-01-08,Lazada,PRD1049,3,176206.0
2023-01-08,TikTokShop,PRD1000,20,1933803.0
2023-01-08,TikTokShop,PRD1044,9,412979.0
2023-01-08,TikTokShop,PRD1048,1,48520.0
2023-01-08,TikTokShop,PRD1039,28,2283468.0
2023-01-08,TikTokShop,PRD1030,8,470106.0
2023-01-08,TikTokShop,PRD1002,19,1066793.0
2023-01-09,Shopee,PRD1016,14,605374.0
2023-01-09,Shopee,PRD1018,3,189553.0
2023-01-09,Shopee,PRD1017,19,1180176.0
2023-01-09,Shopee,PRD1045,25,1611186.0
2023-01-09,Shopee,PRD1043,1,36096.0
2023-01-09,Shopee,PRD1000,22,1483910.0
2023-01-09,Shopee,PRD1010,22,770795.0
2023-01-09,Shopee,PRD1001,12,1117730.0
2023-01-09,Shopee,PRD1048,9,598820.0
2023-01-09,Lazada,PRD1046,22,1725517.0
2023-01-09,Lazada,PRD1041,1,32003.0
2023-01-09,Lazada,PRD1048,19,1007069.0
2023-01-09,Lazada,PRD1028,27,2014725.0
2023-01-09,Lazada,PRD1010,1,99738.0
2023-01-09,Lazada,PRD1000,9,438904.0
2023-01-09,Lazada,PRD1029,20,1047349.0
2023-01-09,TikTokShop,PRD1010,22,1392099.0
2023-01-09,TikTokShop,PRD1026,20,1313625.0
2023-01-09,TikTokShop,PRD1031,12,773018.0
2023-01-09,TikTokShop,PRD1022,1,68421.0
2023-01-09,TikTokShop,PRD1035,32,2602121.0
2023-01-09,TikTokShop,PRD1017,1,87441.0
2023-01-09,TikTokShop,PRD1040,8,683994.0
2023-01-09,TikTokShop,PRD1027,11,940050.0
2023-01-09,TikTokShop,PRD1047,4,220781.0
2023-01-09,TikTokShop,PRD1014,3,208330.0
2023-01-10,Shopee,PRD1049,19,1822821.0
2023-01-10,Shopee,PRD1019,17,1569461.0
2023-01-10,Shopee,PRD1037,9,550105.0
2023-01-10,Lazada,PRD1030,24,2308754.0
2023-01-10,Lazada,PRD1009,28,1282816.0
2023-01-10,Lazada,PRD1006,1,73476.0
2023-01-10,Lazada,PRD1017,25,2460338.0
2023-01-10,Lazada,PRD1035,30,2342631.0
2023-01-10,Lazada,PRD1032,14,541425.0
2023-01-10,Lazada,PRD1031,27,1948017.0
2023-01-10,Lazada,PRD1019,19,1098498.0
2023-01-10,TikTokShop,PRD1045,1,86743.0
2023-01-10,TikTokShop,PRD1024,22,1386146.0
2023-01-10,TikTokShop,PRD1032,28,2287843.0
2023-01-11,Shopee,PRD1023,20,1793467.0
2023-01-11,Shopee,PRD1000,25,1042596.0
2023-01-11,Shopee,PRD1047,22,1360728.0
2023-01-11,Shopee,PRD1039,20,1160926.0
2023-01-11,Shopee,PRD1011,32,1816600.0
2023-01-11,Shopee,PRD1022,30,1953625.0
2023-01-11,Shopee,PRD1028,17,1318663.0
2023-01-11,Shopee,PRD1045,30,2095969.0
2023-01-11,Lazada,PRD1034,12,602944.0
2023-01-11,Lazada,PRD1030,16,970045.0
2023-01-11,Lazada,PRD1032,14,760301.0
2023-01-11,Lazada,PRD1031,3,199527.0
2023-01-11,TikTokShop,PRD1026,6,286166.0
2023-01-11,TikTokShop,PRD1030,27,1561184.0
2023-01-11,TikTokShop,PRD1001,27,2644791.0
2023-01-11,TikTokShop,PRD1015,19,743074.0
2023-01-11,TikTokShop,PRD1049,24,879216.0
2023-01-11,TikTokShop,PRD1002,4,240770.0
2023-01-11,TikTokShop,PRD1005,28,2234195.0
2023-01-12,Shopee,PRD1046,32,2995886.0
2023-01-12,Shopee,PRD1040,17,1275988.0
2023-01-12,Shopee,PRD1038,12,778925.0
2023-01-12,Shopee,PRD1037,17,1163704.0
2023-01-12,Shopee,PRD1010,6,320625.0
2023-01-12,Shopee,PRD1034,9,838994.0
2023-01-12,Shopee,PRD1015,24,1309686.0
2023-01-12,Shopee,PRD1026,16,1032251.0
2023-01-12,Shopee,PRD1011,16,1242222.0
2023-01-12,Shopee,PRD1042,27,1882524.0
2023-01-12,Shopee,PRD1028,9,405543.0
2023-01-12,Lazada,PRD1002,27,2127048.0
2023-01-12,Lazada,PRD1035,16,857423.0
2023-01-12,Lazada,PRD1041,1,64110.0
2023-01-12,Lazada,PRD1038,8,341156.0
2023-01-12,Lazada,PRD1015,28,2383373.0
2023-01-12,Lazada,PRD1045,3,245506.0
2023-01-12,TikTokShop,PRD1018,22,1853202.0
2023-01-12,TikTokShop,PRD1034,4,233861.0
2023-01-12,TikTokShop,PRD1023,1,39470.0
2023-01-12,TikTokShop,PRD1049,12,483807.0
2023-01-13,Shopee,PRD1029,3,196220.0
2023-01-13,Shopee,PRD1047,20,634609.0
2023-01-13,Shopee,PRD1014,1,87123.0
2023-01-13,Shopee,PRD1009,24,1753790.0
2023-01-13,Shopee,PRD1018,22,694912.0
2023-01-13,Shopee,PRD1013,30,1377024.0
2023-01-13,Shopee,PRD1040,8,324983.0
2023-01-13,Shopee,PRD1035,32,1925762.0
2023-01-13,Lazada,PRD1031,20,1282039.0
2023-01-13,Lazada,PRD1048,25,779680.0
2023-01-13,Lazada,PRD1013,6,413250.0
2023-01-13,TikTokShop,PRD1048,28,1081592.0
2023-01-13,TikTokShop,PRD1039,12,1071719.0
2023-01-13,TikTokShop,PRD1001,4,372288.0
2023-01-13,TikTokShop,PRD1025,30,2054287.0
2023-01-13,TikTokShop,PRD1032,19,1430612.0
2023-01-13,TikTokShop,PRD1040,16,720806.0
2023-01-13,TikTokShop,PRD1006,32,2550445.0
2023-01-13,TikTokShop,PRD1005,14,855253.0
2023-01-13,TikTokShop,PRD1028,14,932732.0
2023-01-14,Shopee,PRD1014,2,83427.0
2023-01-14,Shopee,PRD1037,1,38049.0
2023-01-14,Shopee,PRD1006,8,783756.0
2023-01-14,Shopee,PRD1039,20,1698845.0
2023-01-14,Shopee,PRD1002,11,716898.0
2023-01-14,Lazada,PRD1018,3,271478.0
2023-01-14,Lazada,PRD1029,24,1465284.0
2023-01-14,Lazada,PRD1049,14,767771.0
2023-01-14,Lazada,PRD1023,9,416985.0
2023-01-14,Lazada,PRD1045,25,2356102.0
2023-01-14,Lazada,PRD1016,4,242161.0
2023-01-14,Lazada,PRD1035,16,1483285.0
2023-01-14,Lazada,PRD1005,20,907947.0
2023-01-14,Lazada,PRD1030,25,1597341.0
2023-01-14,TikTokShop,PRD1027,25,1816374.0
2023-01-14,TikTokShop,PRD1024,8,390854.0
2023-01-14,TikTokShop,PRD1038,20,892712.0
2023-01-14,TikTokShop,PRD1037,1,65410.0
2023-01-14,TikTokShop,PRD1026,1,45372.0
2023-01-14,TikTokShop,PRD1002,25,2418602.0
2023-01-14,TikTokShop,PRD1006,25,1120286.0
2023-01-15,Shopee,PRD1043,1,34058.0
2023-01-15,Shopee,PRD1028,30,1480592.0
2023-01-15,Shopee,PRD1025,22,727402.0
2023-01-15,Shopee,PRD1037,32,2316391.0
2023-01-15,Lazada,PRD1023,14,1373561.0
2023-01-15,Lazada,PRD1032,19,1484491.0
2023-01-15,Lazada,PRD1040,19,1602098.0
2023-01-15,Lazada,PRD1029,25,1021121.0
2023-01-15,Lazada,PRD1043,6,446377.0
2023-01-15,Lazada,PRD1042,8,619063.0
2023-01-15,Lazada,PRD1048,9,449025.0
2023-01-15,TikTokShop,PRD1002,3,159860.0
2023-01-15,TikTokShop,PRD1047,9,833272.0
2023-01-15,TikTokShop,PRD1032,20,724769.0
2023-01-15,TikTokShop,PRD1028,6,226365.0
2023-01-15,TikTokShop,PRD1048,25,1817224.0
2023-01-15,TikTokShop,PRD1046,3,142023.0
2023-01-15,TikTokShop,PRD1023,1,50855.0
2023-01-15,TikTokShop,PRD1037,16,1282262.0
2023-01-16,Shopee,PRD1038,25,1191900.0
2023-01-16,Shopee,PRD1043,13,1149303.0
2023-01-16,Shopee,PRD1016,9,404228.0
2023-01-16,Lazada,PRD1026,14,1115416.0
2023-01-16,Lazada,PRD1000,32,1490085.0
2023-01-16,Lazada,PRD1047,14,1268861.0
2023-01-16,Lazada,PRD1032,28,2453194.0
2023-01-16,Lazada,PRD1044,22,1223090.0
2023-01-16,Lazada,PRD1014,6,521945.0
2023-01-16,Lazada,PRD1027,30,1383483.0
2023-01-16,Lazada,PRD1011,20,1167155.0
2023-01-16,Lazada,PRD1034,3,294926.0
2023-01-16,Lazada,PRD1041,1,75442.0
2023-01-16,TikTokShop,PRD1017,19,783928.0
2023-01-16,TikTokShop,PRD1032,27,2127919.0
2023-01-16,TikTokShop,PRD1042,32,2708148.0
2023-01-16,TikTokShop,PRD1009,6,594858.0
2023-01-16,TikTokShop,PRD1018,20,1214530.0
2023-01-16,TikTokShop,PRD1039,28,2586978.0
2023-01-17,Shopee,PRD1029,8,666819.0
2023-01-17,Shopee,PRD1034,28,913462.0
2023-01-17,Shopee,PRD1044,1,65364.0
2023-01-17,Shopee,PRD1025,28,1455245.0
2023-01-17,Shopee,PRD1001,1,32906.0
2023-01-17,Shopee,PRD1012,9,539153.0
2023-01-17,Shopee,PRD1026,22,1095853.0
2023-01-17,Shopee,PRD1022,16,1023421.0
2023-01-17,Shopee,PRD1027,30,2134667.0
2023-01-17,Shopee,PRD1023,19,1624306.0
2023-01-17,Shopee,PRD1017,17,1680222.0
2023-01-17,Lazada,PRD1041,4,152940.0
2023-01-17,Lazada,PRD1037,6,354123.0
2023-01-17,Lazada,PRD1030,4,204430.0
2023-01-17,Lazada,PRD1000,25,1550647.0
2023-01-17,Lazada,PRD1044,16,617997.0
2023-01-17,Lazada,PRD1042,16,1146706.0
2023-01-17,Lazada,PRD1043,11,441998.0
2023-01-17,Lazada,PRD1031,22,1860240.0
2023-01-17,Lazada,PRD1036,27,2039412.0
2023-01-17,Lazada,PRD1046,14,1063910.0
2023-01-17,Lazada,PRD1025,1,52004.0
2023-01-17,TikTokShop,PRD1006,14,1388125.0
2023-01-17,TikTokShop,PRD1012,6,589177.0
2023-01-17,TikTokShop,PRD1025,28,1501924.0
2023-01-17,TikTokShop,PRD1034,9,734447.0
2023-01-18,Shopee,PRD1025,27,2240900.0
2023-01-18,Shopee,PRD1009,27,1183650.0
2023-01-18,Shopee,PRD1011,14,424558.0
2023-01-18,Shopee,PRD1017,30,2488026.0
2023-01-18,Shopee,PRD1010,1,58196.0
2023-01-18,Lazada,PRD1010,11,868991.0
2023-01-18,Lazada,PRD1002,14,1259029.0
2023-01-18,Lazada,PRD1025,17,1475344.0
2023-01-18,Lazada,PRD1030,8,372245.0
2023-01-18,TikTokShop,PRD1027,27,2521038.0
2023-01-18,TikTokShop,PRD1038,11,1075352.0
2023-01-18,TikTokShop,PRD1025,20,1469808.0
2023-01-18,TikTokShop,PRD1030,11,786375.0
2023-01-18,TikTokShop,PRD1009,11,676661.0
2023-01-18,TikTokShop,PRD1026,25,922141.0
2023-01-18,TikTokShop,PRD1028,28,2406423.0
2023-01-18,TikTokShop,PRD1044,22,1713137.0
2023-01-18,TikTokShop,PRD1019,16,1165066.0
2023-01-18,TikTokShop,PRD1023,3,141142.0
2023-01-18,TikTokShop,PRD1001,4,295776.0
2023-01-18,TikTokShop,PRD1011,27,2447386.0
2023-01-19,Shopee,PRD1009,24,1577348.0
2023-01-19,Shopee,PRD1001,30,1362949.0
2023-01-19,Shopee,PRD1049,17,846519.0
2023-01-19,Shopee,PRD1027,14,704272.0
2023-01-19,Shopee,PRD1010,24,1857679.0
2023-01-19,Shopee,PRD1040,28,1517615.0
2023-01-19,Lazada,PRD1023,30,1346098.0
2023-01-19,Lazada,PRD1048,28,2171504.0
2023-01-19,Lazada,PRD1030,14,863524.0
2023-01-19,Lazada,PRD1006,24,1453104.0
2023-01-19,Lazada,PRD1043,8,473309.0
2023-01-19,Lazada,PRD1039,16,563369.0
2023-01-19,Lazada,PRD1024,25,1830295.0
2023-01-19,TikTokShop,PRD1002,16,859539.0
2023-01-19,TikTokShop,PRD1016,19,1667652.0
2023-01-20,Shopee,PRD1035,4,317272.0
2023-01-20,Shopee,PRD1000,8,746295.0
2023-01-20,Shopee,PRD1043,5,469281.0
2023-01-20,Shopee,PRD1027,20,1898434.0
2023-01-20,Shopee,PRD1048,30,1927992.0
2023-01-20,Shopee,PRD1022,20,1236299.0
2023-01-20,Shopee,PRD1028,6,181921.0
2023-01-20,Shopee,PRD1002,25,1252186.0
2023-01-20,Shopee,PRD1018,28,2769509.0
2023-01-20,Lazada,PRD1038,19,1150115.0
2023-01-20,Lazada,PRD1049,20,1937259.0
2023-01-20,Lazada,PRD1034,30,1951945.0
2023-01-20,Lazada,PRD1028,11,469985.0
2023-01-20,Lazada,PRD1005,17,875862.0
2023-01-20,TikTokShop,PRD1012,20,1787871.0
2023-01-20,TikTokShop,PRD1009,12,410340.0
2023-01-20,TikTokShop,PRD1035,9,896190.0
2023-01-21,Shopee,PRD1012,14,1073114.0
2023-01-21,Shopee,PRD1018,19,717973.0
2023-01-21,Shopee,PRD1049,25,931627.0
2023-01-21,Lazada,PRD1031,25,1472090.0
2023-01-21,Lazada,PRD1000,6,209311.0
2023-01-21,Lazada,PRD1038,1,75796.0
2023-01-21,Lazada,PRD1014,6,386243.0
2023-01-21,Lazada,PRD1049,1,69840.0
2023-01-21,Lazada,PRD1047,25,1955621.0
2023-01-21,TikTokShop,PRD1017,1,85704.0
2023-01-21,TikTokShop,PRD1019,30,926573.0
2023-01-21,TikTokShop,PRD1002,25,1239183.0
2023-01-21,TikTokShop,PRD1039,22,1423274.0
2023-01-21,TikTokShop,PRD1012,22,1065764.0
2023-01-21,TikTokShop,PRD1016,32,3174525.0
2023-01-21,TikTokShop,PRD1010,28,2268493.0
2023-01-21,TikTokShop,PRD1038,28,1178831.0
2023-01-21,TikTokShop,PRD1049,22,1479586.0
2023-01-22,Shopee,PRD1027,32,2125765.0
2023-01-22,Shopee,PRD1039,11,581124.0
2023-01-22,Shopee,PRD1040,1,32107.0
2023-01-22,Shopee,PRD1041,4,279518.0
2023-01-22,Shopee,PRD1047,27,2367432.0
2023-01-22,Shopee,PRD1046,8,699667.0
2023-01-22,Shopee,PRD1017,9,445914.0
2023-01-22,Shopee,PRD1019,3,183767.0
2023-01-22,Lazada,PRD1035,11,1060275.0
2023-01-22,Lazada,PRD1036,17,1407837.0
2023-01-22,Lazada,PRD1043,14,776804.0
2023-01-22,Lazada,PRD1000,24,1270465.0
2023-01-22,Lazada,PRD1045,22,1513972.0
2023-01-22,Lazada,PRD1018,4,252392.0
2023-01-22,Lazada,PRD1042,3,200631.0
2023-01-22,Lazada,PRD1022,4,214739.0
2023-01-22,Lazada,PRD1040,24,1750976.0
2023-01-22,Lazada,PRD1041,1,92674.0
2023-01-22,Lazada,PRD1047,27,1650357.0
2023-01-22,TikTokShop,PRD1046,19,1762782.0
2023-01-22,TikTokShop,PRD1002,28,1676362.0
2023-01-22,TikTokShop,PRD1044,17,1404279.0
2023-01-22,TikTokShop,PRD1038,12,727797.0
2023-01-22,TikTokShop,PRD1019,17,1237165.0
2023-01-22,TikTokShop,PRD1027,30,2402138.0
2023-01-22,TikTokShop,PRD1024,22,2130730.0
2023-01-22,TikTokShop,PRD1012,30,1157454.0
2023-01-22,TikTokShop,PRD1022,32,2094997.0
2023-01-22,TikTokShop,PRD1000,6,181823.0
2023-01-22,TikTokShop,PRD1001,24,1384597.0
2023-01-23,Shopee,PRD1013,25,1900222.0
2023-01-23,Shopee,PRD1006,14,612990.0
2023-01-23,Shopee,PRD1044,28,1727841.0
2023-01-23,Shopee,PRD1026,12,509844.0
2023-01-23,Shopee,PRD1002,12,1078072.0
2023-01-23,Shopee,PRD1045,4,196153.0
2023-01-23,Shopee,PRD1016,4,211993.0
2023-01-23,Shopee,PRD1027,6,410643.0
2023-01-23,Shopee,PRD1018,16,1007879.0
2023-01-23,Shopee,PRD1029,32,1200730.0
2023-01-23,Shopee,PRD1024,4,244085.0
2023-01-23,Lazada,PRD1001,8,689377.0
2023-01-23,Lazada,PRD1000,4,296021.0
2023-01-23,Lazada,PRD1028,19,1094172.0
2023-01-23,Lazada,PRD1015,28,1166451.0
2023-01-23,Lazada,PRD1019,4,386872.0
2023-01-23,Lazada,PRD1035,24,1928597.0
2023-01-23,Lazada,PRD1023,11,985132.0
2023-01-23,Lazada,PRD1046,28,1959177.0
2023-01-23,Lazada,PRD1005,32,2105560.0
2023-01-23,Lazada,PRD1016,22,1543850.0
2023-01-23,TikTokShop,PRD1032,30,2367426.0
2023-01-23,TikTokShop,PRD1009,4,186037.0
2023-01-23,TikTokShop,PRD1005,27,1749891.0
2023-01-23,TikTokShop,PRD1027,17,512447.0
2023-01-23,TikTokShop,PRD1045,11,666809.0
2023-01-23,TikTokShop,PRD1041,9,847096.0
2023-01-23,TikTokShop,PRD1001,28,1313676.0
2023-01-23,TikTokShop,PRD1006,32,1554213.0
2023-01-24,Shopee,PRD1010,17,735443.0
2023-01-24,Shopee,PRD1006,3,197134.0
2023-01-24,Shopee,PRD1045,25,1274892.0
2023-01-24,Lazada,PRD1017,11,444011.0
2023-01-24,Lazada,PRD1001,16,1497156.0
2023-01-24,Lazada,PRD1046,24,1957666.0
2023-01-24,Lazada,PRD1047,19,870743.0
2023-01-24,Lazada,PRD1038,4,175598.0
2023-01-24,Lazada,PRD1022,19,743807.0
2023-01-24,Lazada,PRD1012,27,1466025.0
2023-01-24,Lazada,PRD1044,3,134113.0
2023-01-24,Lazada,PRD1011,32,1887752.0
2023-01-24,TikTokShop,PRD1019,32,2965861.0
2023-01-24,TikTokShop,PRD1045,24,1069736.0
2023-01-24,TikTokShop,PRD1035,4,316259.0
2023-01-24,TikTokShop,PRD1005,22,1472067.0
2023-01-24,TikTokShop,PRD1049,4,121144.0
2023-01-24,TikTokShop,PRD1014,7,587606.0
2023-01-24,TikTokShop,PRD1002,17,998625.0
2023-01-24,TikTokShop,PRD1029,32,3090608.0
2023-01-24,TikTokShop,PRD1028,32,2158396.0
2023-01-24,TikTokShop,PRD1011,11,588465.0
2023-01-24,TikTokShop,PRD1012,30,1995776.0
2023-01-25,Shopee,PRD1015,12,482797.0
2023-01-25,Shopee,PRD1001,6,561870.0
2023-01-25,Shopee,PRD1005,1,68004.0
2023-01-25,Shopee,PRD1048,27,1698505.0
2023-01-25,Shopee,PRD1041,7,254658.0
2023-01-25,Shopee,PRD1030,19,1526463.0
2023-01-25,Shopee,PRD1036,27,2680211.0
2023-01-25,Shopee,PRD1044,6,445928.0
2023-01-25,Lazada,PRD1010,1,36098.0
2023-01-25,Lazada,PRD1037,27,1668340.0
2023-01-25,Lazada,PRD1012,32,2452079.0
2023-01-25,Lazada,PRD1023,22,1071604.0
2023-01-25,Lazada,PRD1001,16,1035067.0
2023-01-25,TikTokShop,PRD1038,27,931565.0
2023-01-25,TikTokShop,PRD1029,24,1269077.0
2023-01-25,TikTokShop,PRD1011,27,1082842.0
2023-01-25,TikTokShop,PRD1014,3,98540.0
2023-01-25,TikTokShop,PRD1017,27,1118875.0
2023-01-25,TikTokShop,PRD1048,22,665440.0
2023-01-26,Shopee,PRD1027,22,2033294.0
2023-01-26,Shopee,PRD1019,8,472492.0
2023-01-26,Shopee,PRD1010,22,1841462.0
2023-01-26,Shopee,PRD1048,8,572723.0
2023-01-26,Shopee,PRD1012,4,197274.0
2023-01-26,Shopee,PRD1046,16,1580256.0
2023-01-26,Shopee,PRD1014,6,474907.0
2023-01-26,Shopee,PRD1038,24,1614913.0
2023-01-26,Shopee,PRD1000,24,1644990.0
2023-01-26,Lazada,PRD1032,28,2614001.0
2023-01-26,Lazada,PRD1024,27,936737.0
2023-01-26,Lazada,PRD1046,27,1950679.0
2023-01-26,Lazada,PRD1025,12,546199.0
2023-01-26,Lazada,PRD1005,19,1107080.0
2023-01-26,Lazada,PRD1036,24,1919060.0
2023-01-26,Lazada,PRD1034,20,1502210.0
2023-01-26,Lazada,PRD1022,20,1447995.0
