date,distributor_id,product_id,qty,gross_sales,discount,net_sales
2023-01-01,DIST015,PRD1015,334,8846299.0,195099.0,8651200.0
2023-01-01,DIST015,PRD1012,334,18218966.0,1687843.0,16531123.0
2023-01-01,DIST015,PRD1044,387,16950316.0,1308584.0,15641732.0
2023-01-01,DIST015,PRD1039,140,7773622.0,671996.0,7101626.0
2023-01-01,DIST035,PRD1006,363,18863191.0,1375536.0,17487655.0
2023-01-01,DIST035,PRD1044,136,6848640.0,323930.0,6524710.0
2023-01-01,DIST035,PRD1019,774,34987528.0,2071826.0,32915702.0
2023-01-01,DIST035,PRD1043,238,18480046.0,1309252.0,17170794.0
2023-01-01,DIST035,PRD1038,758,36068946.0,1162837.0,34906109.0
2023-01-01,DIST035,PRD1036,224,14342209.0,1394606.0,12947603.0
2023-01-01,DIST035,PRD1002,300,17086422.0,1598766.0,15487656.0
2023-01-08,DIST031,PRD1001,800,44615440.0,4033619.0,40581821.0
2023-01-08,DIST031,PRD1031,534,11005242.0,1054797.0,9950445.0
2023-01-08,DIST031,PRD1011,148,5103242.0,267993.0,4835249.0
2023-01-08,DIST031,PRD1047,534,34971595.0,2631569.0,32340026.0
2023-01-08,DIST031,PRD1013,608,38128011.0,2129601.0,35998410.0
2023-01-08,DIST031,PRD1022,92,2353654.0,88798.0,2264856.0
2023-01-08,DIST031,PRD1016,646,22350508.0,1634198.0,20716310.0
2023-01-08,DIST031,PRD1049,380,18390339.0,1148914.0,17241425.0
2023-01-08,DIST031,PRD1017,427,34073698.0,2181776.0,31891922.0
2023-01-08,DIST030,PRD1044,688,35880464.0,2905427.0,32975037.0
2023-01-08,DIST030,PRD1029,230,7243265.0,572858.0,6670407.0
2023-01-08,DIST030,PRD1017,305,19359906.0,1899760.0,17460146.0
2023-01-08,DIST030,PRD1019,508,28350182.0,2790816.0,25559366.0
2023-01-08,DIST030,PRD1016,761,24083409.0,919954.0,23163455.0
2023-01-08,DIST030,PRD1014,56,2135619.0,163677.0,1971942.0
2023-01-08,DIST030,PRD1012,182,6635480.0,649903.0,5985577.0
2023-01-08,DIST030,PRD1043,293,10995762.0,1050394.0,9945368.0
2023-01-08,DIST028,PRD1048,752,17988296.0,1067421.0,16920875.0
2023-01-08,DIST028,PRD1031,552,31887242.0,774500.0,31112742.0
2023-01-08,DIST028,PRD1006,201,13802373.0,1324062.0,12478311.0
2023-01-08,DIST028,PRD1000,148,11785993.0,347405.0,11438588.0
2023-01-08,DIST028,PRD1036,705,31704161.0,2146059.0,29558102.0
2023-01-08,DIST028,PRD1018,585,19621619.0,1212730.0,18408889.0
2023-01-08,DIST028,PRD1030,448,33380598.0,1461678.0,31918920.0
2023-01-08,DIST028,PRD1043,308,24455778.0,1086580.0,23369198.0
2023-01-08,DIST028,PRD1028,587,13861311.0,1341896.0,12519415.0
2023-01-08,DIST028,PRD1011,160,12296866.0,450349.0,11846517.0
2023-01-08,DIST028,PRD1016,252,9041449.0,239553.0,8801896.0
2023-01-08,DIST028,PRD1042,275,8367924.0,217609.0,8150315.0
2023-01-08,DIST018,PRD1026,318,6982768.0,300597.0,6682171.0
2023-01-08,DIST018,PRD1028,310,19275569.0,1085648.0,18189921.0
2023-01-08,DIST018,PRD1044,641,21797480.0,897280.0,20900200.0
2023-01-08,DIST018,PRD1038,728,41862534.0,3051554.0,38810980.0
2023-01-08,DIST018,PRD1030,241,10967509.0,697150.0,10270359.0
2023-01-08,DIST021,PRD1009,302,15108556.0,899014.0,14209542.0
2023-01-08,DIST021,PRD1017,145,8102919.0,738612.0,7364307.0
2023-01-08,DIST021,PRD1049,681,26790060.0,1072391.0,25717669.0
2023-01-08,DIST021,PRD1010,153,5161526.0,381663.0,4779863.0
2023-01-08,DIST021,PRD1019,784,42737366.0,4105475.0,38631891.0
2023-01-08,DIST021,PRD1038,705,42537511.0,1767896.0,40769615.0
2023-01-08,DIST021,PRD1036,112,7368093.0,250628.0,7117465.0
2023-01-08,DIST021,PRD1018,504,29781647.0,2778205.0,27003442.0
2023-01-08,DIST021,PRD1028,227,18118397.0,994171.0,17124226.0
2023-01-08,DIST021,PRD1029,745,36880143.0,1006805.0,35873338.0
2023-01-08,DIST021,PRD1043,200,8900177.0,406602.0,8493575.0
2023-01-08,DIST021,PRD1025,164,11720094.0,543628.0,11176466.0
2023-01-08,DIST016,PRD1018,787,40039235.0,3965868.0,36073367.0
2023-01-08,DIST016,PRD1042,617,44523984.0,2536002.0,41987982.0
2023-01-08,DIST016,PRD1025,123,3844359.0,188152.0,3656207.0
2023-01-08,DIST016,PRD1035,699,34886801.0,1931448.0,32955353.0
2023-01-08,DIST016,PRD1002,121,3897833.0,249218.0,3648615.0
2023-01-08,DIST016,PRD1029,315,14580394.0,1106069.0,13474325.0
2023-01-08,DIST016,PRD1005,179,3890058.0,273867.0,3616191.0
2023-01-08,DIST016,PRD1016,734,25218660.0,823900.0,24394760.0
2023-01-08,DIST016,PRD1048,531,11055668.0,581962.0,10473706.0
2023-01-08,DIST016,PRD1047,264,20997353.0,1953476.0,19043877.0
2023-01-08,DIST006,PRD1041,181,9606739.0,486936.0,9119803.0
2023-01-08,DIST006,PRD1009,569,28731344.0,2595765.0,26135579.0
2023-01-08,DIST006,PRD1031,787,19036432.0,1557447.0,17478985.0
2023-01-08,DIST006,PRD1045,779,34974409.0,3313471.0,31660938.0
2023-01-08,DIST006,PRD1018,494,17798998.0,359633.0,17439365.0
2023-01-08,DIST006,PRD1032,673,25515685.0,1708403.0,23807282.0
2023-01-08,DIST006,PRD1017,619,30565242.0,974653.0,29590589.0
2023-01-08,DIST006,PRD1026,520,25511451.0,1188711.0,24322740.0
2023-01-08,DIST006,PRD1030,704,37034486.0,2089766.0,34944720.0
2023-01-08,DIST006,PRD1040,342,24684227.0,2430458.0,22253769.0
2023-01-08,DIST006,PRD1015,275,14934661.0,577747.0,14356914.0
2023-01-08,DIST037,PRD1002,108,2978076.0,289553.0,2688523.0
2023-01-08,DIST037,PRD1047,350,25263707.0,2272097.0,22991610.0
2023-01-08,DIST037,PRD1030,440,11432389.0,1061330.0,10371059.0
2023-01-08,DIST037,PRD1045,91,5764543.0,304358.0,5460185.0
2023-01-08,DIST037,PRD1024,616,48169603.0,1251748.0,46917855.0
2023-01-08,DIST037,PRD1044,720,56269597.0,2649448.0,53620149.0
2023-01-08,DIST037,PRD1042,646,28326454.0,748533.0,27577921.0
2023-01-08,DIST037,PRD1041,139,9888527.0,877581.0,9010946.0
2023-01-08,DIST037,PRD1009,390,30126866.0,2113217.0,28013649.0
2023-01-08,DIST037,PRD1031,700,34493794.0,2182811.0,32310983.0
2023-01-08,DIST029,PRD1015,102,2321465.0,194287.0,2127178.0
2023-01-08,DIST029,PRD1040,320,13282496.0,723298.0,12559198.0
2023-01-08,DIST029,PRD1043,153,7936107.0,518023.0,7418084.0
2023-01-08,DIST029,PRD1018,728,22424885.0,762571.0,21662314.0
2023-01-08,DIST029,PRD1014,144,10404054.0,723881.0,9680173.0
2023-01-08,DIST029,PRD1005,276,13761370.0,917231.0,12844139.0
2023-01-08,DIST029,PRD1027,268,12775291.0,515077.0,12260214.0
2023-01-08,DIST029,PRD1006,288,17283008.0,1588528.0,15694480.0
2023-01-08,DIST029,PRD1047,460,34073380.0,2528547.0,31544833.0
2023-01-08,DIST029,PRD1041,83,2027832.0,193899.0,1833933.0
2023-01-08,DIST029,PRD1028,560,21251583.0,2060603.0,19190980.0
2023-01-08,DIST029,PRD1010,644,22543795.0,1975385.0,20568410.0
2023-01-08,DIST029,PRD1019,241,19270942.0,1700985.0,17569957.0
2023-01-08,DIST008,PRD1015,652,24589427.0,2415556.0,22173871.0
2023-01-08,DIST008,PRD1024,619,27080225.0,559148.0,26521077.0
2023-01-08,DIST008,PRD1036,787,48123452.0,3829352.0,44294100.0
2023-01-08,DIST008,PRD1022,120,8956442.0,713056.0,8243386.0
2023-01-08,DIST008,PRD1047,761,56503731.0,2423758.0,54079973.0
2023-01-08,DIST008,PRD1018,734,24814414.0,2088246.0,22726168.0
2023-01-08,DIST025,PRD1040,593,15317093.0,1075209.0,14241884.0
2023-01-08,DIST025,PRD1012,112,4316029.0,238529.0,4077500.0
2023-01-08,DIST025,PRD1039,553,23166096.0,706866.0,22459230.0
2023-01-08,DIST025,PRD1016,321,12712610.0,676823.0,12035787.0
2023-01-08,DIST025,PRD1043,133,3714635.0,234589.0,3480046.0
2023-01-08,DIST025,PRD1042,379,19651583.0,1829149.0,17822434.0
2023-01-08,DIST025,PRD1045,760,22703226.0,2114213.0,20589013.0
2023-01-08,DIST015,PRD1018,726,31707668.0,1304983.0,30402685.0
2023-01-08,DIST015,PRD1047,180,8511689.0,628386.0,7883303.0
2023-01-08,DIST015,PRD1029,630,22509701.0,1136336.0,21373365.0
2023-01-08,DIST015,PRD1009,601,45926926.0,1316619.0,44610307.0
2023-01-08,DIST015,PRD1014,67,3235337.0,225062.0,3010275.0
2023-01-08,DIST015,PRD1025,539,21387723.0,1471616.0,19916107.0
2023-01-08,DIST015,PRD1035,609,14489951.0,1244809.0,13245142.0
2023-01-08,DIST015,PRD1023,652,24861680.0,1309307.0,23552373.0
2023-01-08,DIST015,PRD1005,193,4385116.0,100757.0,4284359.0
2023-01-08,DIST019,PRD1006,419,24844737.0,2153926.0,22690811.0
2023-01-08,DIST019,PRD1015,584,25980381.0,2497279.0,23483102.0
2023-01-08,DIST019,PRD1034,105,6448768.0,241065.0,6207703.0
2023-01-08,DIST019,PRD1024,443,34125756.0,3017946.0,31107810.0
2023-01-08,DIST019,PRD1029,160,12616906.0,623109.0,11993797.0
2023-01-08,DIST019,PRD1023,608,25244422.0,1308953.0,23935469.0
2023-01-08,DIST019,PRD1046,235,18351717.0,1760313.0,16591404.0
2023-01-08,DIST019,PRD1026,753,35604131.0,2599867.0,33004264.0
2023-01-08,DIST019,PRD1037,604,35255223.0,3443993.0,31811230.0
2023-01-08,DIST019,PRD1009,120,8064921.0,318448.0,7746473.0
2023-01-08,DIST020,PRD1036,745,53775386.0,2488981.0,51286405.0
2023-01-08,DIST020,PRD1013,200,13463725.0,911205.0,12552520.0
2023-01-08,DIST020,PRD1035,305,21808832.0,688615.0,21120217.0
2023-01-08,DIST020,PRD1048,185,9696392.0,813344.0,8883048.0
2023-01-08,DIST020,PRD1037,169,10083124.0,222458.0,9860666.0
2023-01-08,DIST020,PRD1045,91,3776003.0,313690.0,3462313.0
2023-01-08,DIST022,PRD1001,564,14970388.0,902821.0,14067567.0
2023-01-08,DIST022,PRD1011,582,13154307.0,1087311.0,12066996.0
2023-01-08,DIST022,PRD1016,788,46912937.0,2070288.0,44842649.0
2023-01-08,DIST022,PRD1026,606,47171992.0,1172980.0,45999012.0
2023-01-08,DIST022,PRD1030,472,33435495.0,1808923.0,31626572.0
2023-01-08,DIST022,PRD1028,168,8301910.0,770219.0,7531691.0
2023-01-08,DIST022,PRD1023,139,10279885.0,470499.0,9809386.0
2023-01-08,DIST022,PRD1032,200,4788187.0,201110.0,4587077.0
2023-01-15,DIST038,PRD1046,336,20128575.0,1005303.0,19123272.0
2023-01-15,DIST038,PRD1013,204,12486689.0,723497.0,11763192.0
2023-01-15,DIST038,PRD1027,153,10695666.0,293686.0,10401980.0
2023-01-15,DIST038,PRD1028,158,10218703.0,509011.0,9709692.0
2023-01-15,DIST038,PRD1014,46,2455583.0,164321.0,2291262.0
2023-01-15,DIST038,PRD1026,539,28944841.0,2130371.0,26814470.0
2023-01-15,DIST038,PRD1029,416,17145808.0,1255540.0,15890268.0
2023-01-15,DIST038,PRD1025,694,31491091.0,2937095.0,28553996.0
2023-01-15,DIST038,PRD1044,121,9450574.0,642949.0,8807625.0
2023-01-15,DIST038,PRD1006,368,9647500.0,584571.0,9062929.0
2023-01-15,DIST038,PRD1047,206,12237261.0,464277.0,11772984.0
2023-01-15,DIST036,PRD1022,264,18066387.0,1582840.0,16483547.0
2023-01-15,DIST036,PRD1035,707,48857667.0,3375374.0,45482293.0
2023-01-15,DIST036,PRD1023,606,32363057.0,2223976.0,30139081.0
2023-01-15,DIST036,PRD1017,617,43046638.0,1781951.0,41264687.0
2023-01-15,DIST036,PRD1036,227,8261943.0,669158.0,7592785.0
2023-01-15,DIST021,PRD1022,104,2652568.0,165623.0,2486945.0
2023-01-15,DIST021,PRD1000,387,17488511.0,826711.0,16661800.0
2023-01-15,DIST021,PRD1011,382,14782729.0,679276.0,14103453.0
2023-01-15,DIST021,PRD1009,544,30340744.0,2750916.0,27589828.0
2023-01-15,DIST021,PRD1036,206,6065586.0,421116.0,5644470.0
2023-01-15,DIST021,PRD1042,632,15733572.0,872411.0,14861161.0
2023-01-15,DIST021,PRD1025,427,20982653.0,1161674.0,19820979.0
2023-01-15,DIST021,PRD1046,302,9946110.0,606590.0,9339520.0
2023-01-15,DIST021,PRD1040,361,16531929.0,705247.0,15826682.0
2023-01-15,DIST025,PRD1037,705,24908475.0,1152012.0,23756463.0
2023-01-15,DIST025,PRD1031,84,4186822.0,227983.0,3958839.0
2023-01-15,DIST025,PRD1042,185,7920303.0,604269.0,7316034.0
2023-01-15,DIST025,PRD1019,489,26172949.0,1922242.0,24250707.0
2023-01-15,DIST025,PRD1002,369,8975751.0,798314.0,8177437.0
2023-01-15,DIST025,PRD1014,28,1292849.0,73408.0,1219441.0
2023-01-15,DIST025,PRD1025,142,10185177.0,672840.0,9512337.0
2023-01-15,DIST025,PRD1038,548,24257424.0,1727404.0,22530020.0
2023-01-15,DIST025,PRD1000,316,8503687.0,184262.0,8319425.0
2023-01-15,DIST025,PRD1013,345,10457775.0,1001950.0,9455825.0
2023-01-15,DIST025,PRD1045,456,31884229.0,2983777.0,28900452.0
2023-01-15,DIST025,PRD1041,60,2772162.0,78921.0,2693241.0
2023-01-15,DIST034,PRD1037,497,28822760.0,1799935.0,27022825.0
2023-01-15,DIST034,PRD1025,238,17696577.0,848551.0,16848026.0
2023-01-15,DIST034,PRD1005,675,52308046.0,3747110.0,48560936.0
2023-01-15,DIST034,PRD1048,200,6835226.0,216783.0,6618443.0
2023-01-15,DIST034,PRD1019,241,7328796.0,236204.0,7092592.0
2023-01-15,DIST034,PRD1014,175,10382845.0,354799.0,10028046.0
2023-01-15,DIST034,PRD1043,391,22551678.0,1288067.0,21263611.0
2023-01-15,DIST034,PRD1010,540,35420020.0,1980419.0,33439601.0
2023-01-15,DIST019,PRD1041,147,7414711.0,332421.0,7082290.0
2023-01-15,DIST019,PRD1040,449,9993139.0,494650.0,9498489.0
2023-01-15,DIST019,PRD1039,313,7701008.0,686468.0,7014540.0
2023-01-15,DIST019,PRD1048,779,19800459.0,1337053.0,18463406.0
2023-01-15,DIST019,PRD1046,393,18770741.0,1207809.0,17562932.0
2023-01-15,DIST019,PRD1009,728,46836071.0,1090429.0,45745642.0
2023-01-15,DIST019,PRD1028,742,40290156.0,1412539.0,38877617.0
2023-01-15,DIST019,PRD1030,574,27860664.0,893460.0,26967204.0
2023-01-15,DIST019,PRD1042,129,6067049.0,514955.0,5552094.0
2023-01-15,DIST019,PRD1019,764,31023188.0,2393291.0,28629897.0
2023-01-15,DIST019,PRD1017,492,28913672.0,668813.0,28244859.0
2023-01-15,DIST030,PRD1028,121,8149788.0,585028.0,7564760.0
2023-01-15,DIST030,PRD1048,132,5251151.0,339419.0,4911732.0
2023-01-15,DIST030,PRD1039,395,14634283.0,1139992.0,13494291.0
2023-01-15,DIST030,PRD1010,617,48042459.0,3277268.0,44765191.0
2023-01-15,DIST030,PRD1023,201,8040346.0,535641.0,7504705.0
2023-01-15,DIST030,PRD1044,195,14625934.0,655513.0,13970421.0
2023-01-15,DIST030,PRD1018,616,38135819.0,1958527.0,36177292.0
2023-01-15,DIST030,PRD1024,566,35392003.0,947710.0,34444293.0
2023-01-15,DIST030,PRD1026,537,22876607.0,1906375.0,20970232.0
2023-01-15,DIST030,PRD1038,745,20612381.0,1571209.0,19041172.0
2023-01-15,DIST033,PRD1005,264,21119630.0,684183.0,20435447.0
2023-01-15,DIST033,PRD1041,128,9045210.0,254091.0,8791119.0
2023-01-15,DIST033,PRD1042,710,37194234.0,2941749.0,34252485.0
2023-01-15,DIST033,PRD1027,510,11355073.0,533020.0,10822053.0
2023-01-15,DIST033,PRD1032,707,40356895.0,2735379.0,37621516.0
2023-01-15,DIST033,PRD1023,204,6065906.0,524747.0,5541159.0
2023-01-15,DIST033,PRD1001,710,40813944.0,3763555.0,37050389.0
2023-01-15,DIST033,PRD1043,368,17023829.0,900028.0,16123801.0
2023-01-15,DIST033,PRD1019,633,39989864.0,3901695.0,36088169.0
2023-01-15,DIST033,PRD1011,579,21478396.0,1715757.0,19762639.0
2023-01-15,DIST033,PRD1013,446,15181919.0,594121.0,14587798.0
2023-01-15,DIST033,PRD1031,742,49760163.0,4593756.0,45166407.0
2023-01-15,DIST033,PRD1012,238,10012769.0,958927.0,9053842.0
2023-01-15,DIST028,PRD1029,604,29496605.0,1465892.0,28030713.0
2023-01-15,DIST028,PRD1018,163,10217502.0,626054.0,9591448.0
2023-01-15,DIST028,PRD1024,180,6678681.0,541303.0,6137378.0
2023-01-15,DIST028,PRD1032,302,14181664.0,866049.0,13315615.0
2023-01-15,DIST028,PRD1026,760,35148749.0,3364194.0,31784555.0
2023-01-15,DIST028,PRD1010,260,17940571.0,1628472.0,16312099.0
2023-01-15,DIST028,PRD1012,100,4489381.0,232174.0,4257207.0
2023-01-15,DIST028,PRD1038,385,13146474.0,1308890.0,11837584.0
2023-01-15,DIST028,PRD1016,385,12886845.0,586284.0,12300561.0
2023-01-15,DIST004,PRD1045,313,23488700.0,1357562.0,22131138.0
2023-01-15,DIST004,PRD1041,304,8611579.0,658294.0,7953285.0
2023-01-15,DIST004,PRD1009,446,25386719.0,2347474.0,23039245.0
2023-01-15,DIST004,PRD1002,94,3323411.0,288462.0,3034949.0
2023-01-15,DIST026,PRD1046,131,3491343.0,322641.0,3168702.0
2023-01-15,DIST026,PRD1038,568,29628713.0,2090495.0,27538218.0
2023-01-15,DIST026,PRD1027,550,18983958.0,597732.0,18386226.0
2023-01-15,DIST026,PRD1018,430,8640360.0,416684.0,8223676.0
2023-01-15,DIST026,PRD1015,547,24611748.0,1800342.0,22811406.0
2023-01-15,DIST026,PRD1019,148,7608543.0,371664.0,7236879.0
2023-01-15,DIST026,PRD1045,510,26848908.0,2226123.0,24622785.0
2023-01-15,DIST026,PRD1043,271,14430511.0,739366.0,13691145.0
2023-01-15,DIST026,PRD1026,464,10491998.0,534573.0,9957425.0
